,age,age_num,marital status,workinghours,workinghours_num,education,education_num,workclass,occupation,race,sex,income
4464,25-29,2,Never married,More than 50,4,"Started College, No Diploma",6,private,Sales,White alone,Male,low
21805,50-59,5,Married,More than 50,4,"Started High School, No Diploma",4,self employed,Transport,White alone,Male,high
20537,25-29,2,Widowed,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,White alone,Female,low
17702,60-69,6,Married,20-39,2,"Started College, No Diploma",6,private,Transport,White alone,Male,low
14251,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
14567,40-49,4,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
14995,50-59,5,Married,40-49,3,High School or GED Diploma,5,governmental,Protective Services,Black or African American alone,Female,high
17859,30-39,3,Never married,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
13426,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
8038,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Service/Hospitality,Black or African American alone,Male,low
15186,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Transport,Other,Female,low
8572,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,Entertainment,White alone,Female,low
21288,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
5831,25-29,2,Never married,20-39,2,Bachelor Degree,8,governmental,Education,White alone,Female,low
4163,30-39,3,Married,20-39,2,"Started College, No Diploma",6,private,Sales,Other,Female,low
12971,30-39,3,Married,Less than 20,1,High School or GED Diploma,5,self employed,Transport,White alone,Female,low
10074,60-69,6,Married,Less than 20,1,High School or GED Diploma,5,private,Transport,White alone,Male,low
8669,Younger than 25,1,Never married,20-39,2,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
1613,50-59,5,Married,20-39,2,High School or GED Diploma,5,private,Management/Business,White alone,Male,low
14566,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Legal Services,White alone,Female,low
11062,30-39,3,Never married,Less than 20,1,"Started College, No Diploma",6,governmental,Office/Administrative Support,White alone,Female,low
10551,50-59,5,Married,More than 50,4,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
425,40-49,4,Married,More than 50,4,"Started College, No Diploma",6,self employed,Repair/Maintenance,White alone,Male,high
20830,40-49,4,Married,More than 50,4,High School or GED Diploma,5,private,Sales,White alone,Female,low
10447,30-39,3,Never married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
8391,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Transport,White alone,Male,low
18496,40-49,4,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
10130,Younger than 25,1,Never married,20-39,2,"Started College, No Diploma",6,private,Transport,Black or African American alone,Female,low
15217,40-49,4,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Education,White alone,Female,low
143,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
3820,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,high
11571,60-69,6,Separated,40-49,3,"Started College, No Diploma",6,private,Sales,White alone,Female,low
8496,40-49,4,Separated,Less than 20,1,"Started College, No Diploma",6,self employed,Service/Hospitality,White alone,Female,low
4788,40-49,4,Never married,20-39,2,High School or GED Diploma,5,private,Transport,Black or African American alone,Female,low
7661,30-39,3,Separated,40-49,3,"Started High School, No Diploma",4,governmental,Transport,White alone,Male,low
12705,50-59,5,Separated,20-39,2,High School or GED Diploma,5,private,Sales,White alone,Female,low
22124,40-49,4,Married,40-49,3,Associate Degree,7,private,Healthcare/Medical Services,White alone,Female,high
10788,Older than 70,7,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Male,high
18693,50-59,5,Separated,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
2112,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Construction/Extraction,White alone,Male,low
834,Younger than 25,1,Never married,Less than 20,1,Associate Degree,7,private,Sales,White alone,Male,low
16977,40-49,4,Separated,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,White alone,Male,high
15464,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,low
11762,30-39,3,Married,40-49,3,Bachelor Degree,8,private,"Science, Engineering, Technology",White alone,Male,high
14983,30-39,3,Married,More than 50,4,Bachelor Degree,8,governmental,Education,White alone,Male,low
7732,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,White alone,Male,high
11725,50-59,5,Married,20-39,2,High School or GED Diploma,5,self employed,Management/Business,White alone,Female,low
9480,40-49,4,Never married,40-49,3,Middle School,3,private,Transport,White alone,Male,high
9847,30-39,3,Married,More than 50,4,Bachelor Degree,8,self employed,Management/Business,Other,Male,high
5008,30-39,3,Never married,40-49,3,Bachelor Degree,8,private,Management/Business,White alone,Female,high
2131,Younger than 25,1,Never married,40-49,3,High School or GED Diploma,5,governmental,Management/Business,White alone,Male,low
17149,Older than 70,7,Widowed,More than 50,4,"Started College, No Diploma",6,self employed,Sales,White alone,Male,low
2150,50-59,5,Married,20-39,2,Bachelor Degree,8,private,Finance/Accounting,White alone,Female,low
16530,Older than 70,7,Married,More than 50,4,High School or GED Diploma,5,self employed,Sales,White alone,Male,high
394,Younger than 25,1,Never married,More than 50,4,"Started College, No Diploma",6,governmental,Protective Services,Other,Male,low
7701,Older than 70,7,Married,20-39,2,Bachelor Degree,8,self employed,Management/Business,White alone,Male,high
20192,30-39,3,Never married,20-39,2,"Started College, No Diploma",6,self employed,Construction/Extraction,White alone,Male,low
3494,50-59,5,Married,More than 50,4,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
18568,30-39,3,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,low
3336,50-59,5,Married,More than 50,4,Bachelor Degree,8,private,Construction/Extraction,White alone,Male,high
12609,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,self employed,Service/Hospitality,White alone,Female,low
2159,60-69,6,Never married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Legal Services,White alone,Female,high
6732,40-49,4,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Education,Black or African American alone,Female,high
15898,Younger than 25,1,Married,40-49,3,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
15814,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Transport,Black or African American alone,Female,low
10376,30-39,3,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Legal Services,White alone,Female,high
19794,50-59,5,Separated,More than 50,4,Master or other Degree Beyond Bachelor,9,private,Management/Business,White alone,Male,high
16706,50-59,5,Married,40-49,3,Bachelor Degree,8,private,Office/Administrative Support,Black or African American alone,Female,high
19881,30-39,3,Married,20-39,2,High School or GED Diploma,5,private,Sales,Black or African American alone,Female,low
2071,60-69,6,Married,40-49,3,"Started College, No Diploma",6,private,Management/Business,White alone,Female,high
1367,30-39,3,Never married,40-49,3,High School or GED Diploma,5,private,Healthcare/Medical Services,Black or African American alone,Female,low
18748,40-49,4,Married,40-49,3,Associate Degree,7,private,Office/Administrative Support,White alone,Female,low
22080,30-39,3,Married,40-49,3,Associate Degree,7,private,"Science, Engineering, Technology",White alone,Male,high
19896,50-59,5,Married,More than 50,4,Master or other Degree Beyond Bachelor,9,governmental,Legal Services,White alone,Female,low
16211,40-49,4,Never married,40-49,3,"Started College, No Diploma",6,private,Management/Business,Black or African American alone,Female,low
6364,40-49,4,Separated,40-49,3,Bachelor Degree,8,private,Counseling/Mental Health Services,White alone,Female,low
21557,25-29,2,Married,Less than 20,1,Bachelor Degree,8,private,Healthcare/Medical Services,White alone,Male,low
19885,60-69,6,Widowed,Less than 20,1,"Started High School, No Diploma",4,private,Service/Hospitality,Black or African American alone,Female,low
3141,40-49,4,Married,40-49,3,Bachelor Degree,8,governmental,"Science, Engineering, Technology",White alone,Male,high
6041,60-69,6,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Entertainment,White alone,Female,low
1247,30-39,3,Separated,40-49,3,High School or GED Diploma,5,private,"Science, Engineering, Technology",White alone,Male,low
12723,Older than 70,7,Married,Less than 20,1,Bachelor Degree,8,governmental,Healthcare/Medical Services,White alone,Female,low
8798,Younger than 25,1,Never married,Less than 20,1,"Started High School, No Diploma",4,private,Sales,White alone,Female,low
74,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,governmental,Management/Business,Black or African American alone,Male,low
7334,30-39,3,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,Black or African American alone,Female,low
2396,60-69,6,Never married,40-49,3,Bachelor Degree,8,governmental,Office/Administrative Support,Black or African American alone,Female,low
8305,50-59,5,Married,20-39,2,"Started College, No Diploma",6,self employed,Sales,White alone,Female,low
986,30-39,3,Never married,40-49,3,Bachelor Degree,8,governmental,Sales,White alone,Male,low
4843,50-59,5,Separated,20-39,2,Associate Degree,7,private,Healthcare/Medical Services,Black or African American alone,Female,low
14854,Older than 70,7,Married,40-49,3,Master or other Degree Beyond Bachelor,9,governmental,Counseling/Mental Health Services,White alone,Female,high
5598,25-29,2,Married,40-49,3,High School or GED Diploma,5,private,Office/Administrative Support,White alone,Male,low
10184,Older than 70,7,Married,Less than 20,1,"Started College, No Diploma",6,private,Protective Services,White alone,Male,low
15455,60-69,6,Widowed,40-49,3,High School or GED Diploma,5,private,Sales,White alone,Female,low
20515,30-39,3,Married,20-39,2,High School or GED Diploma,5,self employed,Construction/Extraction,White alone,Male,low
13854,50-59,5,Married,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Male,low
8834,30-39,3,Married,40-49,3,Associate Degree,7,private,Repair/Maintenance,White alone,Male,high
18145,25-29,2,Married,40-49,3,Bachelor Degree,8,private,Sales,White alone,Female,low
15151,50-59,5,Married,40-49,3,High School or GED Diploma,5,private,Production/Assembly,White alone,Male,low
12635,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
4212,40-49,4,Married,40-49,3,Associate Degree,7,governmental,Healthcare/Medical Services,Black or African American alone,Female,low
20427,40-49,4,Married,40-49,3,High School or GED Diploma,5,private,Counseling/Mental Health Services,White alone,Male,low
530,40-49,4,Separated,20-39,2,"Started College, No Diploma",6,private,Service/Hospitality,White alone,Female,low
13682,60-69,6,Married,20-39,2,High School or GED Diploma,5,private,Production/Assembly,White alone,Female,low
10782,50-59,5,Married,40-49,3,Master or other Degree Beyond Bachelor,9,private,Healthcare/Medical Services,Other,Female,high
5124,40-49,4,Married,40-49,3,"Started College, No Diploma",6,governmental,Management/Business,White alone,Male,high
20338,50-59,5,Separated,40-49,3,"Started College, No Diploma",6,private,Healthcare/Medical Services,Black or African American alone,Female,low
7814,30-39,3,Married,20-39,2,Bachelor Degree,8,private,Office/Administrative Support,White alone,Female,low
5063,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,private,Sales,Other,Female,low
11243,30-39,3,Never married,More than 50,4,Bachelor Degree,8,private,Management/Business,White alone,Male,high
9522,Younger than 25,1,Never married,20-39,2,High School or GED Diploma,5,governmental,Healthcare/Medical Services,White alone,Female,low
5720,30-39,3,Married,40-49,3,Associate Degree,7,private,Service/Hospitality,White alone,Female,low
